Date,Open,High,Low,Close,Adj_Close,Volume,Stock,Daily_Return,MA30
2018-06-05,7500.9,7643.23,7397.0,7633.76,7633.76,4961739776, AAPL ,1.7712541161727338,8090.727000000001
2018-06-06,7625.97,7680.43,7502.01,7653.98,7653.98,4692259840, AAPL ,0.3672975372313202,8033.426
2018-06-07,7650.82,7741.27,7650.82,7678.24,7678.24,4485799936, AAPL ,0.3583929565719763,7981.539999999999
2018-06-08,7685.14,7698.19,7558.4,7624.92,7624.92,4227579904, AAPL ,-0.7835901493011221,7924.864666666666
2018-06-09,7632.52,7683.58,7531.98,7531.98,7531.98,3845220096, AAPL ,-1.3172582580851524,7874.466
2018-06-10,7499.55,7499.55,6709.07,6786.02,6786.02,5804839936, AAPL ,-9.514304191584824,7819.283666666667
2018-06-11,6799.29,6910.18,6706.63,6906.92,6906.92,4745269760, AAPL ,1.582959397231183,7766.018
2018-06-12,6905.82,6907.96,6542.08,6582.36,6582.36,4654380032, AAPL ,-4.683875339930668,7694.632
2018-06-13,6596.88,6631.66,6285.63,6349.9,6349.9,5052349952, AAPL ,-3.743891051527396,7615.735666666666
2018-06-14,6342.75,6707.14,6334.46,6675.35,6675.35,5138710016, AAPL ,5.2437822710969275,7554.568
2018-06-15,6674.08,6681.08,6433.87,6456.58,6456.58,3955389952, AAPL ,-3.258876129743725,7490.8263333333325
2018-06-16,6455.45,6592.49,6402.29,6550.16,6550.16,3194170112, AAPL ,1.4671324229914264,7439.354333333333
2018-06-17,6545.53,6589.11,6499.27,6499.27,6499.27,3104019968, AAPL ,-0.7067418528369637,7380.964333333333
2018-06-18,6510.07,6781.14,6446.68,6734.82,6734.82,4039200000, AAPL ,3.4523438304042817,7330.552333333334
2018-06-19,6742.39,6822.5,6709.92,6769.94,6769.94,4057029888, AAPL ,0.4086088167548788,7272.441999999999
2018-06-20,6770.76,6821.56,6611.88,6776.55,6776.55,3888640000, AAPL ,0.08551477234461069,7217.694
2018-06-21,6780.09,6810.94,6715.17,6729.74,6729.74,3529129984, AAPL ,-0.7426155110035466,7173.959333333333
2018-06-22,6737.88,6747.08,6006.6,6083.69,6083.69,5079810048, AAPL ,-9.709136998581164,7124.821666666667
2018-06-23,6090.1,6224.82,6071.81,6162.48,6162.48,3431360000, AAPL ,1.18848623175316,7077.326333333333
2018-06-24,6164.28,6223.78,5826.41,6173.23,6173.23,4566909952, AAPL ,0.1451913281031981,7033.7626666666665
2018-06-25,6171.97,6327.37,6119.68,6249.18,6249.18,5500810240, AAPL ,1.2509782127910543,6996.872666666667
2018-06-26,6253.55,6290.16,6093.67,6093.67,6093.67,3279759872, AAPL ,-2.5566278353895004,6954.3876666666665
2018-06-27,6084.4,6180.0,6052.85,6157.13,6157.13,3296219904, AAPL ,1.1953520478601092,6921.759
2018-06-28,6153.16,6170.41,5873.05,5903.44,5903.44,3467800064, AAPL ,-4.058402511880079,6869.454
2018-06-29,5898.13,6261.66,5835.75,6218.3,6218.3,3966230016, AAPL ,5.428330674298465,6829.846666666666
2018-06-30,6214.22,6465.51,6214.22,6404.0,6404.0,4543860224, AAPL ,3.053963329267386,6793.507666666666
2018-07-01,6411.68,6432.85,6289.29,6385.82,6385.82,4788259840, AAPL ,-0.40332642926659756,6754.986666666667
2018-07-02,6380.38,6683.86,6305.7,6614.18,6614.18,4396930048, AAPL ,3.6643585491773245,6720.6776666666665
2018-07-03,6596.66,6671.37,6447.75,6529.59,6529.59,4672309760, AAPL ,-1.0167266465150502,6680.989
2018-07-04,6550.87,6771.92,6450.46,6597.55,6597.55,4176689920, AAPL ,0.7125771080787787,6650.425
2018-07-05,6599.71,6749.54,6546.65,6639.14,6639.14,4999240192, AAPL ,0.5974504940368636,6617.270999999999
2018-07-06,6638.69,6700.94,6533.55,6673.5,6673.5,4313959936, AAPL ,0.5243504366072282,6584.588333333333
2018-07-07,6668.71,6863.99,6579.24,6856.93,6856.93,3961080064, AAPL ,2.822434923695891,6557.211333333335
2018-07-08,6857.8,6885.91,6747.98,6773.88,6773.88,3386210048, AAPL ,-1.2237160605441988,6528.843333333333
2018-07-09,6775.08,6838.68,6724.34,6741.75,6741.75,3718129920, AAPL ,-0.49194991055456067,6502.502333333333
2018-07-10,6739.21,6767.74,6320.72,6329.95,6329.95,4052430080, AAPL ,-6.072818624141409,6487.3
2018-07-11,6330.77,6444.96,6330.47,6394.71,6394.71,3644859904, AAPL ,1.0099877266114485,6470.226333333333
2018-07-12,6396.78,6397.1,6136.42,6228.81,6228.81,3770170112, AAPL ,-2.6258523819796733,6458.441333333333
2018-07-13,6235.03,6310.55,6192.24,6238.05,6238.05,3805400064, AAPL ,0.04843601394059751,6454.713000000001
2018-07-14,6247.5,6298.19,6212.22,6276.12,6276.12,2923670016, AAPL ,0.45810324129651686,6441.405333333333
2018-07-15,6272.7,6403.46,6256.51,6359.64,6359.64,3285459968, AAPL ,1.386006026113165,6438.174
2018-07-16,6357.01,6741.75,6357.01,6741.75,6741.75,4725799936, AAPL ,6.0522163721623805,6444.560333333333
2018-07-17,6739.65,7387.24,6684.17,7321.04,7321.04,5961950208, AAPL ,8.626412350789735,6471.952666666666
2018-07-18,7315.32,7534.99,7280.47,7370.78,7370.78,6103410176, AAPL ,0.7581349824751349,6493.151333333333
2018-07-19,7378.2,7494.46,7295.46,7466.86,7466.86,5111629824, AAPL ,1.2016480984521951,6516.3820000000005
2018-07-20,7467.4,7594.67,7323.26,7354.13,7354.13,4936869888, AAPL ,-1.5168599512547813,6535.634666666667
2018-07-21,7352.72,7437.64,7262.41,7419.29,7419.29,3726609920, AAPL ,0.9053792338073489,6558.6196666666665
2018-07-22,7417.8,7537.95,7383.82,7418.49,7418.49,3695460096, AAPL ,0.009301949365035452,6603.113
2018-07-23,7414.71,7771.5,7409.1,7711.11,7711.11,5132480000, AAPL ,3.9974591049413886,6654.7339999999995
2018-07-24,7716.51,8424.27,7705.5,8424.27,8424.27,7277689856, AAPL ,9.172022066970692,6729.768666666667
2018-07-25,8379.66,8416.87,8086.36,8181.39,8181.39,5845400064, AAPL ,-2.3660864521949523,6794.175666666666
2018-07-26,8176.85,8290.33,7878.71,7951.58,7951.58,4899089920, AAPL ,-2.754972880754819,6856.106
2018-07-27,7950.4,8262.66,7839.76,8165.01,8165.01,5195879936, AAPL ,2.699361038438325,6923.035333333333
2018-07-28,8169.06,8222.85,8110.77,8192.15,8192.15,3988750080, AAPL ,0.2826518595774696,6999.325666666667
2018-07-29,8205.82,8272.26,8141.18,8218.46,8218.46,4107190016, AAPL ,0.15403701275435508,7065.997666666666
2018-07-30,8221.58,8235.5,7917.5,8180.48,8180.48,5551400000, AAPL ,-0.4999039114136256,7125.2136666666665
2018-07-31,8181.2,8181.53,7696.93,7780.44,7780.44,5287530000, AAPL ,-4.898547890285046,7171.701
2018-08-01,7769.04,7769.04,7504.95,7624.91,7624.91,4797620000, AAPL ,-1.8551841668983569,7205.392000000001
2018-08-02,7634.19,7712.77,7523.44,7567.15,7567.15,4214110000, AAPL ,-0.8781547223739515,7239.977333333333
2018-08-03,7562.14,7562.14,7328.65,7434.39,7434.39,4627150000, AAPL ,-1.6893366163546297,7267.872
2018-08-04,7438.67,7497.49,6984.07,7032.85,7032.85,4268390000, AAPL ,-5.455545144494913,7280.995666666667
2018-08-05,7031.08,7102.77,6940.7,7068.48,7068.48,3679110000, AAPL ,0.5319239718506921,7294.161666666667
2018-08-06,7062.94,7166.55,6890.54,6951.8,6951.8,3925900000, AAPL ,-1.5735656822796091,7297.323999999999
2018-08-07,6958.32,7146.56,6748.24,6753.12,6753.12,4682800000, AAPL ,-2.9489876866829903,7296.6320000000005
2018-08-08,6746.85,6746.85,6226.22,6305.8,6305.8,5064430000, AAPL ,-6.537124732282475,7282.100333333334
2018-08-09,6305.56,6625.73,6249.07,6568.23,6568.23,4267040000, AAPL ,4.165688693787692,7290.043000000001
2018-08-10,6571.42,6591.26,6124.52,6184.71,6184.71,4528680000, AAPL ,-5.884725067032696,7283.043000000001
2018-08-11,6185.79,6455.74,6109.03,6295.73,6295.73,4047850000, AAPL ,1.7772992616949428,7285.273666666667
2018-08-12,6283.65,6409.85,6237.5,6322.69,6322.69,5665250000, AAPL ,0.6212949479999677,7288.094999999999
2018-08-13,6341.36,6537.05,6225.72,6297.57,6297.57,4083980000, AAPL ,-0.6905458765942947,7288.8099999999995
2018-08-14,6287.66,6287.94,5971.05,6199.71,6199.71,5301700000, AAPL ,-1.3987715620755548,7283.479
2018-08-15,6221.42,6588.49,6221.42,6308.52,6308.52,4895450000, AAPL ,1.4000019288201144,7269.0380000000005
2018-08-16,6294.23,6473.5,6276.41,6334.73,6334.73,4328420000, AAPL ,0.6434464581052806,7236.161000000001
2018-08-17,6340.91,6582.5,6324.97,6580.63,6580.63,4992990000, AAPL ,3.780529923938366,7209.822666666666
2018-08-18,6583.43,6617.35,6353.73,6423.76,6423.76,3984520000, AAPL ,-2.4253314761454146,7175.0526666666665
2018-08-19,6422.57,6537.98,6361.55,6506.07,6506.07,3311170000, AAPL ,1.3001026069003532,7146.784
2018-08-20,6500.51,6536.92,6297.93,6308.53,6308.53,3665100000, AAPL ,-2.9533067405480566,7109.758666666667
2018-08-21,6301.07,6500.87,6298.24,6488.76,6488.76,3377180000, AAPL ,2.9787004429406516,7078.767666666666
2018-08-22,6486.25,6816.79,6310.11,6376.71,6376.71,4668110000, AAPL ,-1.6888032376180375,7034.287666666667
2018-08-23,6371.34,6546.54,6371.34,6534.88,6534.88,3426180000, AAPL ,2.56680698251859,6971.308000000001
2018-08-24,6551.52,6719.96,6498.64,6719.96,6719.96,4097820000, AAPL ,2.571006422936961,6922.593666666667
2018-08-25,6719.95,6789.63,6700.96,6763.19,6763.19,3312600000, AAPL ,0.6434571685801201,6882.980666666667
2018-08-26,6754.64,6774.75,6620.75,6707.26,6707.26,3295500000, AAPL ,-0.7014437482974683,6834.388999999999
2018-08-27,6710.8,6884.64,6689.71,6884.64,6884.64,4019000000, AAPL ,2.5904512129701396,6790.805333333334
2018-08-28,6891.08,7109.56,6882.34,7096.28,7096.28,4659940000, AAPL ,2.9777625568125727,6753.399333333334
2018-08-29,7091.71,7113.3,6970.82,7047.16,7047.16,4145880000, AAPL ,-0.6281982765792761,6715.622
2018-08-30,7043.76,7072.69,6834.69,6978.23,6978.23,4463250000, AAPL ,-0.9303269844514954,6688.881666666667
2018-08-31,6973.97,7057.17,6920.16,7037.58,7037.58,4495650000, AAPL ,0.9121060170892571,6669.304
2018-09-01,7044.81,7242.29,7038.05,7193.25,7193.25,4116050000, AAPL ,2.107083086697861,6656.840666666667
2018-09-02,7189.58,7306.31,7132.16,7272.72,7272.72,4329540000, AAPL ,1.1563957838983685,6651.451666666666
2018-09-03,7279.03,7317.94,7208.15,7260.06,7260.06,4087760000, AAPL ,-0.2606116474310361,6659.025333333334
2018-09-04,7263.0,7388.26,7255.44,7361.66,7361.66,4273640000, AAPL ,1.3583918490981668,6668.798
2018-09-05,7361.46,7388.43,6792.83,6792.83,6792.83,5800460000, AAPL ,-7.724418797358135,6663.499
2018-09-06,6755.14,6755.14,6404.72,6529.17,6529.17,5523470000, AAPL ,-3.345156429030342,6656.034
2018-09-07,6528.92,6555.29,6396.87,6467.07,6467.07,4264680000, AAPL ,-0.9473236002279147,6661.409666666667
2018-09-08,6460.17,6534.25,6197.52,6225.98,6225.98,3835060000, AAPL ,-3.625136799805586,6650.001333333333
2018-09-09,6223.38,6446.26,6201.22,6300.86,6300.86,3671890000, AAPL ,1.2449826300177647,6653.8730000000005
2018-09-10,6301.57,6374.98,6292.76,6329.7,6329.7,3714100000, AAPL ,0.44639669161812234,6655.005333333333
2018-09-11,6331.88,6398.92,6260.21,6321.2,6321.2,3849910000, AAPL ,-0.1686702843389371,6654.955666666667
2018-09-12,6317.01,6363.87,6265.09,6351.8,6351.8,4064230000, AAPL ,0.5507352370821,6656.763333333333
2018-09-13,6354.24,6535.41,6354.24,6517.31,6517.31,4210910000, AAPL ,2.566317923150536,6667.35
2018-09-14,6515.41,6596.1,6456.17,6512.71,6512.71,4076220000, AAPL ,-0.04144021634862301,6674.156333333333
2018-09-15,6509.4,6561.72,6493.55,6543.2,6543.2,3216300000, AAPL ,0.5192490859372628,6681.105333333334
2018-09-16,6536.68,6544.33,6460.1,6517.18,6517.18,3273730000, AAPL ,-0.2983165766107565,6678.990333333334
2018-09-17,6514.06,6540.21,6257.52,6281.2,6281.2,3910780000, AAPL ,-3.574729124386336,6674.238333333333
2018-09-18,6280.91,6384.18,6265.71,6371.3,6371.3,4180090000, AAPL ,1.4391226748990247,6669.746
2018-09-19,6371.85,6448.46,6208.34,6398.54,6398.54,4431340000, AAPL ,0.4188736395238368,6672.746333333333
2018-09-20,6398.85,6529.26,6395.95,6519.67,6519.67,4348110000, AAPL ,1.8881517772724739,6673.776666666668
2018-09-21,6513.87,6794.33,6496.36,6734.95,6734.95,6531940000, AAPL ,3.3939885198814213,6685.717999999999
2018-09-22,6735.05,6814.56,6616.8,6721.98,6721.98,4509660000, AAPL ,-0.19405943534198883,6691.9546666666665
2018-09-23,6715.32,6766.15,6679.42,6710.63,6710.63,4197500000, AAPL ,-0.06984030545081396,6691.643666666667
2018-09-24,6704.77,6713.56,6580.9,6595.41,6595.41,4177310000, AAPL ,-1.6310775761137306,6686.051
2018-09-25,6603.64,6603.64,6381.86,6446.47,6446.47,4726180000, AAPL ,-2.380051002174559,6677.358000000001
2018-09-26,6452.79,6585.91,6397.89,6495.0,6495.0,4437300000, AAPL ,0.6541356529501198,6664.37
2018-09-27,6495.29,6712.1,6464.95,6676.75,6676.75,4606810000, AAPL ,2.793716677777282,6650.385666666667
2018-09-28,6678.75,6785.03,6598.32,6644.13,6644.13,5014430000, AAPL ,-0.5183604716451415,6636.951333333333
2018-09-29,6643.1,6643.1,6511.65,6601.96,6601.96,4363690000, AAPL ,-0.6192891872770292,6624.409
2018-09-30,6604.71,6643.78,6566.54,6625.56,6625.56,4002280000, AAPL ,0.31568380746467845,6610.675
2018-10-01,6619.85,6653.3,6549.08,6589.62,6589.62,4000970000, AAPL ,-0.4566568728898763,6590.554
2018-10-02,6593.24,6611.84,6537.9,6556.1,6556.1,3979260000, AAPL ,-0.5633042328202738,6566.666666666667
2018-10-03,6553.86,6571.46,6454.03,6502.59,6502.59,3887310000, AAPL ,-0.7822870796751766,6541.417666666666
2018-10-04,6497.91,6603.31,6497.91,6576.69,6576.69,3838410000, AAPL ,1.2123898299607065,6515.2519999999995
2018-10-05,6574.15,6623.62,6557.41,6622.48,6622.48,3671500000, AAPL ,0.7351520728915514,6509.573666666667
2018-10-06,6622.45,6628.54,6577.8,6588.31,6588.31,3259740000, AAPL ,-0.51551918096776,6511.545
2018-10-07,6590.68,6641.49,6557.04,6602.95,6602.95,3306630000, AAPL ,0.18617198832289727,6516.074333333333
2018-10-08,6600.19,6675.06,6576.04,6652.23,6652.23,3979460000, AAPL ,0.7884621503320354,6530.282666666667
2018-10-09,6653.08,6661.41,6606.94,6642.64,6642.64,3580810000, AAPL ,-0.1569198025576064,6541.675333333333
2018-10-10,6640.29,6640.29,6538.96,6585.53,6585.53,3787650000, AAPL ,-0.8246627782822771,6550.203
2018-10-11,6586.74,6586.74,6243.74,6256.24,6256.24,5181640000, AAPL ,-5.017656686008556,6548.037666666667
2018-10-12,6239.25,6328.5,6236.47,6274.58,6274.58,3783500000, AAPL ,0.5662539568057046,6545.4636666666665
2018-10-13,6278.08,6308.51,6259.81,6285.99,6285.99,3064030000, AAPL ,0.1259939344512949,6537.753000000001
2018-10-14,6288.49,6363.21,6280.15,6290.93,6290.93,3085320000, AAPL ,0.03880104762829407,6530.360333333333
2018-10-15,6292.64,6965.06,6258.68,6596.54,6596.54,7370770000, AAPL ,4.829451549747,6532.138333333334
2018-10-16,6601.41,6673.59,6571.37,6596.11,6596.11,4074800000, AAPL ,-0.08028587831993744,6534.769333333333
2018-10-17,6590.52,6601.21,6517.45,6544.43,6544.43,4088420000, AAPL ,-0.6993378367716074,6543.5436666666665
2018-10-18,6542.33,6567.54,6450.04,6476.71,6476.71,3924080000, AAPL ,-1.0030065741104452,6547.057333333333
2018-10-19,6478.07,6493.68,6445.31,6465.41,6465.41,3578870000, AAPL ,-0.19542857672115083,6549.2863333333335
2018-10-20,6460.92,6497.72,6449.0,6489.19,6489.19,3379130000, AAPL ,0.43755378490988167,6548.270333333333
2018-10-21,6490.09,6556.38,6476.0,6482.35,6482.35,3253610000, AAPL ,-0.11925874679703642,6539.850333333334
2018-10-22,6486.05,6543.8,6462.98,6487.16,6487.16,3672860000, AAPL ,0.017113651606134282,6532.023
2018-10-23,6472.36,6506.01,6451.27,6475.74,6475.74,3716150000, AAPL ,0.052222064285671825,6524.193333333333
2018-10-24,6478.89,6521.99,6468.86,6495.84,6495.84,3424670000, AAPL ,0.26161888842069886,6520.874333333332
2018-10-25,6484.65,6504.65,6447.03,6476.29,6476.29,3230550000, AAPL ,-0.12891983376126195,6521.868333333333
2018-10-26,6468.44,6498.29,6449.61,6474.75,6474.75,3306050000, AAPL ,0.09755056860696552,6521.193333333333
2018-10-27,6480.84,6507.41,6453.53,6480.38,6480.38,3393250000, AAPL ,-0.0070978453410366,6514.647666666667
2018-10-28,6482.66,6502.28,6447.91,6486.39,6486.39,3445190000, AAPL ,0.057538109356351765,6509.389666666667
2018-10-29,6492.35,6503.6,6306.99,6332.63,6332.63,4199910000, AAPL ,-2.460126148467046,6500.411999999999
2018-10-30,6337.04,6364.99,6310.14,6334.27,6334.27,3781100000, AAPL ,-0.04371125951547611,6490.702333333334
2018-10-31,6336.99,6349.16,6316.88,6317.61,6317.61,4191240000, AAPL ,-0.3058234272107122,6481.635333333334
2018-11-01,6318.14,6547.14,6311.83,6377.78,6377.78,3789400000, AAPL ,0.9439486937611293,6475.691333333333
2018-11-02,6378.92,6396.86,6327.38,6388.44,6388.44,4234870000, AAPL ,0.14924156440274414,6471.886333333333
2018-11-03,6387.24,6400.07,6342.37,6361.26,6361.26,3658640000, AAPL ,-0.40674845473161436,6464.705333333333
2018-11-04,6365.47,6388.63,6294.57,6376.13,6376.13,4390020000, AAPL ,0.16746603157347148,6456.493666666666
2018-11-05,6363.62,6480.59,6363.62,6419.66,6419.66,4174800000, AAPL ,0.8806308359078632,6450.872
2018-11-06,6433.38,6463.55,6408.16,6461.01,6461.01,4700040000, AAPL ,0.4294787498950802,6446.140666666667
2018-11-07,6468.5,6552.16,6468.31,6530.14,6530.14,4941260000, AAPL ,0.9529257169359253,6442.071
2018-11-08,6522.27,6536.92,6438.53,6453.72,6453.72,4665260000, AAPL ,-1.0510144474239824,6435.773666666667
2018-11-09,6442.6,6456.46,6373.37,6385.62,6385.62,4346820000, AAPL ,-0.8844255424828559,6429.11
2018-11-10,6386.13,6437.28,6385.31,6409.22,6409.22,3705320000, AAPL ,0.3615648287773682,6434.209333333333
2018-11-11,6413.63,6423.25,6350.17,6411.27,6411.27,3939060000, AAPL ,-0.03679663466710229,6438.765666666667
2018-11-12,6411.76,6434.21,6360.47,6371.27,6371.27,4295770000, AAPL ,-0.6314958763272452,6441.608333333334
2018-11-13,6373.19,6395.27,6342.67,6359.49,6359.49,4503800000, AAPL ,-0.21496299341459804,6443.893666666667
2018-11-14,6351.24,6371.55,5544.09,5738.35,5738.35,7398940000, AAPL ,-9.649926628500882,6415.287333333333
2018-11-15,5736.15,5774.82,5358.38,5648.03,5648.03,7032140000, AAPL ,-1.536222030455966,6383.684666666667
2018-11-16,5645.32,5657.02,5498.94,5575.55,5575.55,5279320000, AAPL ,-1.2358909680939172,6351.388666666667
2018-11-17,5578.58,5578.58,5519.56,5554.33,5554.33,4303150000, AAPL ,-0.43469843580265943,6320.642666666667
2018-11-18,5559.74,5653.61,5559.74,5623.54,5623.54,4159680000, AAPL ,1.1475356761287432,6292.580333333333
2018-11-19,5620.78,5620.78,4842.91,4871.49,4871.49,7039560000, AAPL ,-13.330712107572259,6238.657000000001
2018-11-20,4863.93,4951.61,4272.11,4451.87,4451.87,8428290000, AAPL ,-8.47175021022096,6170.974333333334
2018-11-21,4465.54,4675.73,4343.98,4602.17,4602.17,6120120000, AAPL ,3.0596523600729166,6108.141333333333
2018-11-22,4611.57,4629.64,4365.64,4365.94,4365.94,4569370000, AAPL ,-5.326385591024318,6037.814666666667
2018-11-23,4360.7,4396.42,4195.68,4347.11,4347.11,4871490000, AAPL ,-0.31164721260348444,5966.190333333334
2018-11-24,4347.69,4413.09,3795.16,3880.76,3880.76,4679500000, AAPL ,-10.739726153428588,5879.672666666666
2018-11-25,3880.78,4120.87,3585.06,4009.97,4009.97,6825640000, AAPL ,3.328969949340071,5797.513333333333
2018-11-26,4015.07,4107.14,3643.92,3779.13,3779.13,6476900000, AAPL ,-5.876360810645893,5707.471666666666
2018-11-27,3765.95,3862.96,3661.01,3820.72,3820.72,5998720000, AAPL ,1.4543475085967679,5618.615999999999
2018-11-28,3822.47,4385.9,3822.47,4257.42,4257.42,7280280000, AAPL ,11.37876817869075,5549.442333333334
2018-11-29,4269.0,4413.02,4145.77,4278.85,4278.85,6503347767, AAPL ,0.2307331927852041,5480.928333333333
2018-11-30,4289.09,4322.98,3942.82,4017.27,4017.27,6048016717, AAPL ,-6.337474848977292,5404.250333333333
2018-12-01,4024.46,4309.38,3969.71,4214.67,4214.67,5375314093, AAPL ,4.72634837965839,5332.146666666667
2018-12-02,4200.73,4301.52,4110.98,4139.88,4139.88,5262697895, AAPL ,-1.4485577506766552,5257.194666666666
2018-12-03,4147.32,4155.98,3840.45,3894.13,3894.13,5089570994, AAPL ,-6.1049063009364986,5174.956999999999
2018-12-04,3886.29,4075.63,3832.75,3956.89,3956.89,5028069239, AAPL ,1.8166426077312787,5094.315666666666
2018-12-05,3958.89,3969.54,3753.99,3753.99,3753.99,5302481574, AAPL ,-5.175693186726585,5005.46
2018-12-06,3754.07,3874.97,3521.1,3521.1,3521.1,5878333109, AAPL ,-6.205797973932299,4907.463000000001
2018-12-07,3512.59,3512.59,3280.23,3419.94,3419.94,6835615448, AAPL ,-2.6376548358903285,4803.789666666667
2018-12-08,3421.91,3506.04,3350.65,3476.11,3476.11,5305024497, AAPL ,1.5839107399084218,4704.535999999999
2018-12-09,3473.23,3685.31,3469.09,3614.23,3614.23,4947372847, AAPL ,4.0596217353875215,4612.156333333333
2018-12-10,3612.05,3647.33,3470.14,3502.66,3502.66,5020968740, AAPL ,-3.028474135186399,4515.271
2018-12-11,3497.55,3513.19,3392.25,3424.59,3424.59,4696765188, AAPL ,-2.0860316507269383,4415.715
2018-12-12,3421.46,3534.23,3413.48,3486.95,3486.95,4139364829, AAPL ,1.914095152361851,4319.571
2018-12-13,3487.88,3489.74,3298.13,3313.68,3313.68,4343372456, AAPL ,-4.994437882037234,4218.044
2018-12-14,3311.75,3329.56,3206.54,3242.48,3242.48,4372763663, AAPL ,-2.0916433909564427,4134.848333333333
2018-12-15,3244.0,3275.38,3191.3,3236.76,3236.76,3551763561, AAPL ,-0.2231812577065284,4054.4726666666666
2018-12-16,3236.27,3305.75,3233.82,3252.84,3252.84,3744248994, AAPL ,0.5120091957716805,3977.049
2018-12-17,3253.12,3597.92,3253.12,3545.86,3545.86,5409247918, AAPL ,8.998745819398,3910.1
2018-12-18,3544.76,3701.35,3487.17,3696.06,3696.06,5911325473, AAPL ,4.2682720409844315,3845.8506666666663
2018-12-19,3706.82,3949.32,3687.23,3745.95,3745.95,6810689119, AAPL ,1.055621799817624,3808.332666666667
2018-12-20,3742.2,4191.23,3728.97,4134.44,4134.44,8927129279, AAPL ,10.481534925979364,3797.751666666666
2018-12-21,4133.7,4198.43,3850.95,3896.54,3896.54,7206015706, AAPL ,-5.737232987396276,3774.230666666667
2018-12-22,3898.08,4014.18,3855.74,4014.18,4014.18,5605823233, AAPL ,2.978389360916141,3762.505333333333
2018-12-23,4020.99,4085.72,3976.41,3998.98,3998.98,6151275490, AAPL ,-0.5473776358558405,3750.901
2018-12-24,4000.33,4271.79,4000.33,4078.6,4078.6,7240968501, AAPL ,1.9565885814420307,3757.4956666666667
2018-12-25,4081.03,4089.56,3760.02,3815.49,3815.49,6158207293, AAPL ,-6.506690712883767,3751.013
2018-12-26,3819.67,3893.36,3769.86,3857.3,3857.3,5326547918, AAPL ,0.9851636397908748,3753.618666666667
2018-12-27,3854.69,3874.42,3645.45,3654.83,3654.83,5130222366, AAPL ,-5.184852737833656,3748.089
2018-12-28,3653.13,3956.14,3642.63,3923.92,3923.92,5631554348, AAPL ,7.412547596170954,3736.9723333333336
2018-12-29,3932.49,3963.76,3820.41,3820.41,3820.41,4991655917, AAPL ,-2.8501026067453425,3721.691
2018-12-30,3822.38,3901.91,3797.22,3865.95,3865.95,4770578575, AAPL ,1.1398657381003383,3716.647
2018-12-31,3866.84,3868.74,3725.87,3742.7,3742.7,4661840806, AAPL ,-3.2103733280921976,3700.9146666666666
2019-01-01,3746.71,3850.91,3707.23,3843.52,3843.52,4324200990, AAPL ,2.5838669125712945,3691.0359999999996
2019-01-02,3849.22,3947.98,3817.41,3943.41,3943.41,5244856836, AAPL ,2.4469892601618004,3692.6786666666667
2019-01-03,3931.05,3935.69,3826.22,3836.74,3836.74,4530215219, AAPL ,-2.399104564938131,3688.673666666667
2019-01-04,3832.04,3865.93,3783.85,3857.72,3857.72,4847965467, AAPL ,0.6701391425976722,3692.1313333333333
2019-01-05,3851.97,3904.9,3836.9,3845.19,3845.19,5137609824, AAPL ,-0.1760138318834193,3702.934333333333
2019-01-06,3836.52,4093.3,3826.51,4076.63,4076.63,5597027440, AAPL ,6.258536381929461,3724.824
2019-01-07,4078.58,4092.61,4020.89,4025.25,4025.25,5228625637, AAPL ,-1.3075629263125874,3743.1286666666665
2019-01-08,4028.47,4109.02,3996.96,4030.85,4030.85,5306593305, AAPL ,0.05907950164702999,3757.016
2019-01-09,4031.55,4068.4,4022.66,4035.3,4035.3,5115905225, AAPL ,0.09301633366819213,3774.770666666667
2019-01-10,4034.41,4064.07,3659.17,3678.92,3678.92,6874143796, AAPL ,-8.81144950562783,3783.2483333333334
2019-01-11,3674.02,3713.88,3653.07,3687.37,3687.37,5538712865, AAPL ,0.36336220270983577,3789.9289999999996
2019-01-12,3686.97,3698.98,3653.81,3661.3,3661.3,4778170883, AAPL ,-0.6962356623460353,3801.5163333333335
2019-01-13,3658.87,3674.76,3544.93,3552.95,3552.95,4681302466, AAPL ,-2.894882846343272,3811.865333333333
2019-01-14,3557.31,3727.84,3552.29,3706.05,3706.05,5651384490, AAPL ,4.1812493147912395,3827.508333333333
2019-01-15,3704.22,3720.15,3619.95,3630.68,3630.68,5537192302, AAPL ,-1.9853032487271265,3840.103
2019-01-16,3631.51,3685.78,3624.67,3655.01,3655.01,5394457145, AAPL ,0.6471137350578684,3843.7413333333334
2019-01-17,3651.87,3680.14,3621.96,3678.56,3678.56,5464420383, AAPL ,0.7308584369104063,3843.1580000000004
2019-01-18,3677.99,3682.52,3637.08,3657.84,3657.84,5002961727, AAPL ,-0.5478535830711785,3840.2209999999995
2019-01-19,3652.38,3758.53,3652.38,3728.57,3728.57,5955691380, AAPL ,2.086037049814095,3826.6920000000005
2019-01-20,3725.45,3743.39,3583.02,3601.01,3601.01,5582489560, AAPL ,-3.340267618676928,3816.841
2019-01-21,3600.37,3608.84,3558.54,3576.03,3576.03,5004347059, AAPL ,-0.676041629054783,3802.236
2019-01-22,3575.08,3620.75,3539.72,3604.58,3604.58,5313623556, AAPL ,0.8251563601373956,3789.089333333333
2019-01-23,3605.56,3623.07,3565.31,3585.12,3585.12,5433755649, AAPL ,-0.5669022287799969,3772.64
2019-01-24,3584.5,3616.09,3569.09,3600.87,3600.87,5262869046, AAPL ,0.4566885200167357,3765.486
